FILE ROOT,FILE NAME,DURATION,SPEAKERS,SESSION START TIME,DATE,TRANSCRIPT #,PAGE #s (from transcript),TRANSCRIPT TITLE,PROQUEST,HATHI
EKAV0163,EKAV0163_01.wav,00:31:32,Robert T. Stevens; Karl E. Mundt; Roy M. Cohn; Henry M. Jackson; Joseph McCarthy; John L. McClellan; Stuart Symington; Henry Dworshak,10:40 AM,"May 10, 1954",24,916-927,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 54",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2ff$2f2$2fe$2f3$2fhrg-1954-ops-0024_from_1_to_42.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0024,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0163_02.wav,00:26:39,Robert T. Stevens; Joseph McCarthy; Roy M. Cohn; Karl E. Mundt; John L. McClellan; Joseph N. Welch; Ray H. Jenkins; Frederick P. Bryan; Everett McKinley Dirksen; Henry Dworshak; Henry M. Jackson; Stuart Symington; Charles E. Potter,2:50 PM,"May 10, 1954",24/25,927-937,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 55",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2ff$2f2$2fe$2f3$2fhrg-1954-ops-0024_from_1_to_42.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0024,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0164,EKAV0164_01.wav,00:27:01,Robert T. Stevens; Karl E. Mundt; Stuart Symington; Joseph McCarthy; Joseph N. Welch; Henry M. Jackson,2:50 PM,"May 10, 1954",25,937-947,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 56",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fc$2f2$2fe$2fd$2fhrg-1954-ops-0025_from_1_to_42.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0025,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0164_02.wav,00:31:24,Robert T. Stevens; Karl E. Mundt; Joseph McCarthy; Stuart Symington; Ray H. Jenkins; Henry M. Jackson; John L. McClellan; Joseph N. Welch; ,2:50 PM,"May 10, 1954",25,947-956,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 57",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fc$2f2$2fe$2fd$2fhrg-1954-ops-0025_from_1_to_42.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0025,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0165,EKAV0165_01.wav,00:25:52,Robert T. Stevens; Joseph McCarthy; Karl E. Mundt; Roy M. Cohn; Ray H. Jenkins,2:50 PM,"May 10, 1954",25,957-967,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 58",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fc$2f2$2fe$2fd$2fhrg-1954-ops-0025_from_1_to_42.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0025,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0166,EKAV0166_01.wav,00:30:57,Karl E. Mundt; Stuart Symington; John L. McClellan; Everett McKinley Dirksen; Frederick P. Bryan; James D. St. Clair; Charles E. Potter; Henry M. Jackson; Joseph McCarthy; Ray H. Jenkins; Roy M. Cohn; ,11:30 AM,"May 11, 1954",26,969-978,"Non-Testimonial Discussion (Dirksen Motion), part 1",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fd$2fe$2f2$2fa$2fhrg-1954-ops-0026_from_1_to_21.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0026,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0166_02.wav,00:20:49,John L. McClellan; Karl E. Mundt; Stuart Symington; Charles E. Potter; Joseph McCarthy; Ray H. Jenkins; Joseph N. Welch; Henry M. Jackson,11:30 AM,"May 11, 1954",26,978-984,"Non-Testimonial Discussion (Dirksen Motion), part 2",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fd$2fe$2f2$2fa$2fhrg-1954-ops-0026_from_1_to_21.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0026,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0167,EKAV0167_01.wav,00:26:22,Karl E. Mundt; Everett McKinley Dirksen; John L. McClellan; Joseph McCarthy; Francis P. Carr; Frederick P. Bryan; Joseph N. Welch; Charles E. Potter,2:50 PM,"May 11, 1954",27,985-991,"Non-Testimonial Discussion (Dirksen Motion), part 3",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f5$2f7$2f6$2f1$2fhrg-1954-ops-0027_from_1_to_27.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0027,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0167_02.wav,00:31:18,Joseph N. Welch; Charles E. Potter; Karl E. Mundt; Henry M. Jackson; Joseph McCarthy; John L. McClellan; Everett McKinley Dirksen; Stuart Symington; Henry Dworshak,2:50 PM,"May 11, 1954",27,991-999,"Non-Testimonial Discussion (Dirksen Motion), part 4",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f5$2f7$2f6$2f1$2fhrg-1954-ops-0027_from_1_to_27.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0027,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0168,EKAV0168_01.wav,00:10:30,Karl E. Mundt; Joseph McCarthy; Joseph N. Welch,2:50 PM,"May 11, 1954",27,999-1002,"Non-Testimonial Discussion (Dirksen Motion), part 5",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f5$2f7$2f6$2f1$2fhrg-1954-ops-0027_from_1_to_27.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0027,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0168_02.wav,00:11:54,Joseph McCarthy; John L. McClellan; Karl E. Mundt; Everett McKinley Dirksen; Stuart Symington; Henry Dworshak; Henry M. Jackson,2:50 PM,"May 11, 1954",27,1002-1006,"Non-Testimonial Discussion (Dirksen Motion), part 6",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f5$2f7$2f6$2f1$2fhrg-1954-ops-0027_from_1_to_27.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0027,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0169,EKAV0169_01.wav,00:25:56,John G. Adams; Ray H. Jenkins; Joseph McCarthy; Karl E. Mundt; Joseph N. Welch; Stuart Symington,10:45 AM,"May 12, 1954",28,1007-1015,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 3",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fe$2fc$2f7$2f9$2fhrg-1954-ops-0028_from_1_to_40.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0028,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0169_02.wav,00:32:03,John G. Adams; Ray H. Jenkins; Henry M. Jackson; Karl E. Mundt,10:45 AM,"May 12, 1954",28,1015-1025,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 4",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fe$2fc$2f7$2f9$2fhrg-1954-ops-0028_from_1_to_40.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0028,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0170,EKAV0170_01.wav,00:26:02,John G. Adams; Ray H. Jenkins; Karl E. Mundt; Joseph McCarthy,10:45 AM,"May 12, 1954",28,1025-1035,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 5",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fe$2fc$2f7$2f9$2fhrg-1954-ops-0028_from_1_to_40.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0028,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0170_02.wav,00:26:25,John G. Adams; Ray H. Jenkins,2:40 PM,"May 12, 1954",28/29,1035-1045,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 6",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2fe$2fc$2f7$2f9$2fhrg-1954-ops-0028_from_1_to_40.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0028,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0171,EKAV0171_01.wav,00:30:41,John G. Adams; Ray H. Jenkins; Joseph McCarthy,2:40 PM,"May 12, 1954",29,1045-1053,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 7",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f3$2f4$2f4$2fd$2fhrg-1954-ops-0029_from_1_to_36.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0029,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0171_02.wav,00:32:09,John G. Adams; Ray H. Jenkins; Karl E. Mundt; John L. McClellan,2:40 PM,"May 12, 1954",29,1053-1062,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 8",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f3$2f4$2f4$2fd$2fhrg-1954-ops-0029_from_1_to_36.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0029,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0172,EKAV0172_01.wav,00:21:13,John G. Adams; Karl E. Mundt; Ray H. Jenkins,2:40 PM,"May 12, 1954",29,1062-1069,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 9",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f3$2f4$2f4$2fd$2fhrg-1954-ops-0029_from_1_to_36.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0029,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0173,EKAV0173_01.wav,00:31:10,John G. Adams; Karl E. Mundt; John L. McClellan; Ray H. Jenkins; James D. St. Clair,10:10 AM,"May 13, 1954",30,1071-1081,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 10",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f6$2f4$2f7$2f9$2fhrg-1954-ops-0030_from_1_to_38.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0030,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0173_02.wav,00:25:51,John G. Adams; Ray H. Jenkins,10:10 AM,"May 13, 1954",30,1081-1090,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 11",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f6$2f4$2f7$2f9$2fhrg-1954-ops-0030_from_1_to_38.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0030,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0174,EKAV0174_01.wav,00:26:39,John G. Adams; Ray H. Jenkins; Karl E. Mundt; James D. St. Clair,10:10 AM,"May 13, 1954",30,1090-1099,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 12",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f6$2f4$2f7$2f9$2fhrg-1954-ops-0030_from_1_to_38.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0030,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0174_02.wav,00:31:20,John G. Adams; Ray H. Jenkins; Karl E. Mundt; Stuart Symington,2:05 PM,"May 13, 1954",30/31,1099-1109,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 13",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f6$2f4$2f7$2f9$2fhrg-1954-ops-0030_from_1_to_38.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0030,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0175,EKAV0175_01.wav,00:32:36,John G. Adams; Ray H. Jenkins;  John L. McClellan,2:05 PM,"May 13, 1954",31,1109-1120,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 14",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f5$2fb$2f5$2fd$2fhrg-1954-ops-0031_from_1_to_52.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0031,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0175_02.wav,00:26:47,John G. Adams; Ray H. Jenkins; Karl E. Mundt; James D. St. Clair,2:05 PM,"May 13, 1954",31,1120-1130,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 15",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f5$2fb$2f5$2fd$2fhrg-1954-ops-0031_from_1_to_52.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0031,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0176,EKAV0176_01.wav,00:31:39,John G. Adams; Ray H. Jenkins; James D. St. Clair,2:05 PM,"May 13, 1954",31,1130-1140,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 16",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f5$2fb$2f5$2fd$2fhrg-1954-ops-0031_from_1_to_52.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0031,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0176_02.wav,00:24:49,John G. Adams; Ray H. Jenkins; Thomas R. Prewitt; Karl E. Mundt; Joseph McCarthy,2:05 PM,"May 13, 1954",31,1140-1147,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 17",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f5$2fb$2f5$2fd$2fhrg-1954-ops-0031_from_1_to_52.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0031,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0177,EKAV0177_01.wav,00:16:57,John G. Adams; Ray H. Jenkins; Karl E. Mundt; John L. McClellan,10:15 AM,"May 14, 1954",32,1149-1155,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 18",https://congressional.proquest.com/congressional/result/pqpresultpage.gispdfhitspanel.pdflink/$2fapp-bin$2fgis-hearing$2f4$2f1$2f5$2fd$2fhrg-1954-ops-0032_from_1_to_50.pdf/entitlementkeys=1234%7Capp-gis%7Chearing%7Chrg-1954-ops-0032,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0177_02.wav,00:25:57,John G. Adams; John L. McClellan; Karl E. Mundt; Charles E. Potter; Henry M. Jackson; Henry Dworshak,10:15 AM,"May 14, 1954",32,1155-1165,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 19",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0032?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0178,EKAV0178_01.wav,00:31:02,John G. Adams; Karl E. Mundt; Henry Dworshak; Stuart Symington; Joseph N. Welch; Henry M. Jackson; Everett McKinley Dirksen,10:15 AM,"May 14, 1954",32,1165-1175,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 20",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0032?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0178_02.wav,00:32:23,John G. Adams; Everett McKinley Dirksen; Karl E. Mundt; Ray H. Jenkins; John L. McClellan; Charles E. Potter; Henry Dworshak; Stuart Symington; Joseph N. Welch; Joseph McCarthy,10:15 AM,"May 14, 1954",32,1175-1184,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 21 / Testimony of Hon. Everett McKinley Dirksen (Illinois Senator), part 1",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0032?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0179,EKAV0179_01.wav,00:20:27,Everett McKinley Dirksen; Joseph N. Welch; Karl E. Mundt; Stuart Symington; John L. McClellan; Charles E. Potter; Ray H. Jenkins; Henry M. Jackson; Henry Dworshak; James D. St. Clair; John G. Adams; Joseph McCarthy,10:15 AM,"May 14, 1954",32,1184-1191,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 24",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0032?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0179_02.wav,00:31:50,Karl E. Mundt; Charles E. Potter; Stuart Symington; Ray H. Jenkins; John L. McClellan; Everett McKinley Dirksen; Henry M. Jackson; Henry Dworshak; Joseph N. Welch; Joseph McCarthy; John G. Adams,2:10 PM,"May 14, 1954",33,1193-1201,"Testimony of Hon. Charles E. Potter (Michigan Senator), part 2 / Testimony of John G. Adams (Counselor, Dept. of the Army), part 22",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0033?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0180,EKAV0180_01.wav,00:26:33,John G. Adams; Joseph McCarthy; Karl E. Mundt; Ray H. Jenkins; Charles E. Potter,2:10 PM,"May 14, 1954",33,1201-1209,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 23",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0033?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0180_02.wav,00:23:33,Charles E. Potter; John G. Adams; Karl E. Mundt; Henry M. Jackson; Everett McKinley Dirksen; Stuart Symington; Henry Dworshak; Joseph N. Welch; Joseph McCarthy,2:10 PM,"May 14, 1954",33,1209-1216,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 24",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0033?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0181,EKAV0181_01.wav,00:31:59,Karl E. Mundt; Henry M. Jackson; Ray H. Jenkins; John G. Adams; Joseph McCarthy; Everett McKinley Dirksen; Stuart Symington,2:10 PM,"May 14, 1954",33,1216-1225,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 25",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0033?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0181_02.wav,00:32:08,John G. Adams; Stuart Symington; Karl E. Mundt; Henry Dworshak; Joseph N. Welch; Joseph McCarthy; Roy M. Cohn; Henry M. Jackson,2:10 PM,"May 14, 1954",33,1225-1234,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 26",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0033?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0182,EKAV0182_01.wav,00:07:55,Karl E. Mundt; Roy M. Cohn; John G. Adams,2:10 PM,"May 14, 1954",33,1234-1237,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 27",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0033?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0183,EKAV0183_01.wav,00:08:17,Joseph McCarthy; Karl E. Mundt; Stuart Symington; John L. McClellan; Everett McKinley Dirksen; Henry M. Jackson; Charles E. Potter; Henry Dworshak,3:10 PM,"May 17, 1954",35,1284-1286,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 28",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0035?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0184,EKAV0184_01.wav,00:30:56,Stuart Symington; John G. Adams; Ray H. Jenkins; Karl E. Mundt; Henry Dworshak; Joseph McCarthy; Charles E. Potter; John L. McClellan; Everett McKinley Dirksen,10:10 AM,"May 17, 1954",34,1261-1267,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 29",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0036?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0184_02.wav,00:31:25,Karl E. Mundt; John L. McClellan; Everett McKinley Dirksen; Charles E. Potter; Stuart Symington; Henry M. Jackson; Henry Dworshak; Joseph N. Welch; Joseph McCarthy,3:10 PM,"May 17, 1954",35,1277-1284,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 30",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0033?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0185,EKAV0185_01.wav,00:32:52,Karl E. Mundt; Joseph McCarthy; Stuart Symington; John G. Adams; Ray H. Jenkins; John L. McClellan,10:10 AM,"May 17, 1954",34,1245-1254,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 31",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0036?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0185_02.wav,00:32:14,Ray H. Jenkins; John L. McClellan; Joseph N. Welch; Karl E. Mundt; John G. Adams; Henry M. Jackson; Charles E. Potter; Stuart Symington,10:10 AM,"May 17, 1954",34,1254-1261,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 32 / Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 59",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0036?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0186,EKAV0186_01.wav,00:32:40,Karl E. Mundt; Ray H. Jenkins; Joseph McCarthy; Charles E. Potter; Everett McKinley Dirksen; John L. McClellan; Stuart Symington; Henry Dworshak; Ray H. Jenkins; Robert T. Stevens,10:00 AM,"May 24, 1954",36,1287-1296,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 60",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0036?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0186_02.wav,00:31:53,Ray H. Jenkins; Joseph N. Welch; Robert T. Stevens; Karl E. Mundt; John L. McClellan; Henry M. Jackson; Charles E. Potter; Stuart Symington; Henry Dworshak; Joseph McCarthy,10:00 AM,"May 24, 1954",36,1296-1306,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 61",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0036?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0187,EKAV0187_01.wav,00:32:18,Joseph McCarthy; Robert T. Stevens; Charles E. Potter; Ray H. Jenkins; Joseph N. Welch; Karl E. Mundt; Stuart Symington; John L. McClellan; Everett McKinley Dirksen; Henry M. Jackson; Henry Dworshak,10:00 AM,"May 24, 1954",36,1306-1316,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 62",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0036?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0187_02.wav,00:32:29,Robert T. Stevens; Joseph McCarthy; Ray H. Jenkins; Karl E. Mundt; John L. McClellan; Everett McKinley Dirksen; Henry M. Jackson; Henry Dworshak; Stuart Symington; Roy M. Cohn,10:00 AM,"May 24, 1954",36,1316-1326,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 63",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0036?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0188,EKAV0188_01.wav,00:26:32,Robert T. Stevens; Roy M. Cohn; Joseph McCarthy; Karl E. Mundt; Ray H. Jenkins; Henry M. Jackson; Joseph N. Welch; Stuart Symington,10:00 AM,"May 24, 1954",36-37,1326-1337,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 64",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0036?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0188_02.wav,00:32:51,Stuart Symington; Karl E. Mundt; Joseph N. Welch; Joseph McCarthy; Ray H. Jenkins; James D. St. Clair; Everett McKinley Dirksen; Robert T. Stevens,2:00 PM,"May 24, 1954",37,1337-1347,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 65",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0037?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0189,EKAV0189_01.wav,00:26:12,Robert T. Stevens; Roy M. Cohn; Joseph McCarthy; Karl E. Mundt; Ray H. Jenkins; Henry M. Jackson; Joseph N. Welch; Stuart Symington,2:00 PM,"May 24, 1954",36-37,1326-1337,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 66",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0036?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0189_02.wav,00:32:50,Stuart Symington; Karl E. Mundt; Joseph N. Welch; Joseph McCarthy; Ray H. Jenkins; James D. St. Clair; Everett McKinley Dirksen; Robert T. Stevens,2:00 PM,"May 24, 1954",37,1337-1347,"Testimony of Hon. Robert T. Stevens (Secretary, Dept. of the Army), part 67 / Testimony of John G. Adams (Counselor, Dept. of the Army), part 33",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0037?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
EKAV0190,EKAV0190_01.wav,00:32:02,John L. McClellan; John G. Adams; Karl E. Mundt; Henry M. Jackson; Stuart Symington; Roy M. Cohn; Joseph N. Welch; Ray H. Jenkins; Joseph McCarthy,2:00 PM,"May 24, 1954",37,1347-1357,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 34",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0037?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
,EKAV0190_02.wav,00:32:09,Roy M. Cohn; John G. Adams; Ray H. Jenkins; Joseph N. Welch; Karl E. Mundt; Joseph McCarthy; John L. McClellan; Stuart Symington,2:00 PM,"May 24, 1954",37,1357-1366,"Testimony of John G. Adams (Counselor, Dept. of the Army), part 35",https://congressional.proquest.com/congressional/docview/t29.d30.hrg-1954-ops-0037?accountid=14766,https://hdl.handle.net/2027/umn.31951d021353889
